League_Code,Year,Team_Name,Team_Link,Name,Age,B,T,Ht,Wt,DoB,Birthplace,Stint,From,To,id
JPCL,2023,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=62d8919a,Kai Yokogawa,22,L,L,"6' 2""",198,"Aug 30, 2000",JP,,,,yokoga000kai
JPPL,2012,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=359515df,Fuminori Yokogawa,27,L,R,"6' 1""",202,"Dec 3, 1984","Chiba, Chiba, JP",,2012-04-26,2012-07-25,yokoga001fum
JPCL,2002,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=a7911978,Toshikazu Yokomatsu,19,R,R,"5' 11""",162,"Feb 2, 1983","Kita Kyushu, Fukuoka, JP",,,,yokoma001tos
JPCL,1963,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=5bbf6a58,Katsura Yokomizo,27,L,L,"5' 6""",132,"Oct 1, 1935","Okayama, JP",,,,yokomi000kat
JPPL,2017,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=02d217d1,Toshitake Yokoo,24,R,R,"5' 10""",198,"May 27, 1993",JP,,2017-03-31,2017-10-09,yokoo-000tos
JPCL,1991,Yokohama Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=f938bf5e,Akimasa Yokotani,28,L,R,"5' 10""",160,"Apr 7, 1963","Miki, Hyogo, JP",,,,yokota000aki
JPPL,1992,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=67b7e6c2,Masashi Yokota,29,L,R,"5' 8""",165,"Nov 26, 1962","Nankoku, Kochi, JP",,,,yokota000mas
JPCL,2016,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=a5a8daea,Shintaro Yokota,21,L,L,"6' 1""",187,"Jun 9, 1995",,,,,yokota000shi
JPCL,1991,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=bcc36e2c,Soichi Yokotani,25,R,R,"5' 11""",169,"Sep 2, 1965","Okayama, Okayama, JP",,,,yokota000soi
JPPL,1992,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=467bffb3,Hisanori Yokota,24,L,R,"6' 3""",175,"Sep 8, 1967","Wakayama, Wakayama, JP",,,,yokota001his
JPPL,1973,Nitaku Home Flyers,https://www.baseball-reference.com/register/team.cgi?id=b395acc5,Haruhisa Yokoyama,23,R,R,"6' 0""",193,"Oct 24, 1949","Fukuoka, JP",,,,yokoya000har
JPCL,2016,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=dfc1b3bd,Hiroki Yokoyama,24,L,R,"6' 2""",189,"Mar 12, 1992",JP,,,,yokoya000hir
JPPL,2023,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=167088a6,Kaede Yokoyama,25,S,R,"5' 11""",200,"Dec 28, 1997",JP,,,,yokoya000kae
JPPL,1971,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=9619e675,Kojiro Yokoyama,28,R,R,"5' 8""",158,"Jul 23, 1942","Takaoka-gun, Kochi, JP",,,,yokoya000koj
JPPL,1957,Daiei Unions,https://www.baseball-reference.com/register/team.cgi?id=62742bea,Kunio Yokoyama,21,R,R,"5' 9""",150,"Aug 8, 1935","Iwate, JP",,,,yokoya000kun
JPCL,1959,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=a8c596e8,Mamoru Yokoyama,19,R,R,"5' 10""",158,"Apr 18, 1940","Gifu, JP",,,,yokoya000mam
JPCL,1959,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=e28eab06,Masahiro Yokoyama,24,R,R,"5' 8""",158,"Feb 18, 1935","Shizuoka, JP",,,,yokoya000mas
JPPL,2022,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=0040fd77,Rikuto Yokoyama,20,R,R,"5' 10""",167,"Aug 5, 2001",,,,,yokoya000rik
JPPL,1978,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=1f210593,Tadao Yokoyama,28,R,R,"5' 11""",178,"Jan 4, 1950","Hokkaido, JP",,,,yokoya000tad
JPPL,2015,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=040f1b82,Takaaki Yokoyama,24,R,R,"5' 10""",187,"Apr 10, 1991","Namie, JP",,2015-03-29,2015-09-22,yokoya000tak
JPCL,2016,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=a5a8daea,Yuya Yokoyama,22,L,L,"6' 0""",185,"Feb 21, 1994",,,,,yokoya000yuy
JPCL,1963,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=a980f1f0,Mitsutsugu Yokoyama,30,R,R,"5' 9""",160,"Jun 1, 1933","Osaka, JP",,,,yokoya001koj
JPCL,2008,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=e613d770,Ryuji Yokoyama,32,R,R,"5' 10""",176,"Jun 11, 1976","Katsuyama, Fukui, JP",,,,yokoya001ryu
JPPL,2012,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=6d763e9d,Tetsuya Yokoyama,28,R,R,"5' 9""",183,"Jun 26, 1984","Maizuru, Kyoto, JP",,2012-05-31,2012-09-26,yokoya001tet
JPPL,2004,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=42ac2f2c,Yukiya Yokoyama,27,R,R,"6' 3""",216,"Jun 1, 1977","Ebina, Kanagawa, JP",,,,yokoya001yuk
JPCL,2010,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=930ed316,Ryunosuke Yokoyama,21,R,R,"6' 0""",185,"Sep 29, 1988","Naka Kanbara-gun, Niigata, JP",,2010-06-27,2010-06-29,yokoya002ryu
JPCL,1954,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=c01e37ac,Wally Yonamine,29,L,L,"5' 9""",180,"Jun 24, 1925","Olowalu, HI, US",,,,yonami001wal
JPCL,2000,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=b706962f,Masahide Yone,28,R,R,"6' 1""",198,"Jun 11, 1972","Yoshiki-gun, Yamaguchi, JP",,,,yone--001mas
JPCL,1972,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=363e6218,Keisaburo Yoneda,29,R,R,"5' 9""",160,"Jan 13, 1943","Osaka, Osaka, JP",,,,yoneda000kei
JPPL,1960,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=40a11a41,Tetsuya Yoneda,22,R,R,"5' 11""",191,"Mar 3, 1938","Sakai Minato, Tottori, JP",,,,yoneda000tet
JPPL,1957,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=b16b8748,Yasuo Yonekawa,29,R,R,"5' 9""",154,"Dec 17, 1927","Osaka, Osaka, JP",,,,yoneka000yas
JPCL,1991,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=f789dc4b,Akira Yonemura,31,L,L,"5' 8""",165,"Aug 6, 1959","Yashiro, Kumamoto, JP",,,,yonemu000aki
JPPL,1983,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=adfea852,Osamu Yonemura,24,R,R,"6' 1""",178,"Apr 3, 1959","Sakurai, Nara, JP",,,,yonemu000osa
JPPL,2012,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=51ec597a,Tomohito Yoneno,30,R,R,"5' 11""",181,"Jan 21, 1982","Sapporo, Hokkaido, JP",,2012-04-01,2012-10-07,yoneno001tom
JPPL,1976,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=496a49a3,Nobuo Yonetani,26,R,R,"5' 9""",154,"May 3, 1950","Osaka, JP",,,,yoneta000nob
JPCL,1954,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=44260a0f,Mitsuo Yoneyama,21,R,R,"5' 7""",136,"Jan 5, 1933","Kobe, Hyogo, JP",,,,yoneya000mit
JPPL,1971,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=df53c3e2,Tetsuo Yoneyama,23,R,R,"5' 7""",154,"Apr 27, 1948","Kanagawa, JP",,,,yoneya000tet
JPPL,1992,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=c07312e5,Kunji Yonesaki,24,L,R,"5' 8""",162,"Mar 19, 1968","Toyonaka, Osaka, JP",,,,yoneza000kun
JPPL,1965,Tokyo Orions,https://www.baseball-reference.com/register/team.cgi?id=ada4ae65,Eiji Yoshida,26,R,R,"5' 10""",160,"Sep 20, 1938","Gunma, JP",,,,yoshid000eij
JPCL,1991,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=f789dc4b,Futoshi Yoshida,22,L,L,"5' 11""",143,"Sep 8, 1968","Toyonaka, Osaka, JP",,,,yoshid000fut
JPPL,1960,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=3288ebc0,Katsutoyo Yoshida,25,R,R,"5' 8""",171,"Mar 21, 1935","Saga, JP",,,,yoshid000kat
JPCL,1951,Shochiku Robins,https://www.baseball-reference.com/register/team.cgi?id=a472dca4,Kazuo Yoshida,35,R,R,"5' 9""",165,"Jul 24, 1915","Kumamoto, JP",,,,yoshid000kaz
JPPL,2023,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=65171b24,Kengo Yoshida,22,R,R,"5' 10""",191,"Jan 18, 2001",,,,,yoshid000ken
JPPL,2020,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=dfafe555,Kosei Yoshida,19,R,R,"5' 8""",185,"Jan 12, 2001",JP,,,,yoshid000kos
JPPL,1971,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=2b9c0eb4,Makoto Yoshida,21,R,R,"5' 11""",182,"Jul 24, 1949","Saitama, JP",,,,yoshid000mak
JPPL,1967,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=4282628b,Masaaki Yoshida,23,R,R,"5' 10""",165,"May 22, 1944","Yamaguchi, JP",,,,yoshid000mas
JPPL,1990,Orix Braves,https://www.baseball-reference.com/register/team.cgi?id=e8415ddf,Naoki Yoshida,23,R,R,"5' 11""",154,"Jun 14, 1967","Sasebo, Nagasaki, JP",,,,yoshid000nao
JPPL,2017,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=cb5b5e33,Ryo Yoshida,20,R,R,"5' 11""",156,"Jun 20, 1997",JP,,2017-10-03,2017-10-03,yoshid000ryo
JPPL,1968,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=205180fc,Sadataka Yoshida,28,R,R,"5' 11""",165,"Mar 1, 1940","Osaka, JP",,,,yoshid000sad
JPCL,2019,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=d00aa3af,Taisei Yoshida,24,L,R,"5' 8""",176,"Mar 7, 1995",,,,,yoshid000tai
JPCL,1991,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=bcc36e2c,Yasuo Yoshida,30,R,R,"5' 10""",156,"Jun 11, 1961","Iwase-gun, Fukushima, JP",,,,yoshid000yas
JPPL,1952,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=4ec6d7f1,Yoji Yoshida,18,L,L,"5' 7""",150,"Nov 1, 1933","Tochigi, JP",,,,yoshid000yoj
JPCL,1963,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=a980f1f0,Yoshio Yoshida,29,R,R,"5' 6""",123,"Jul 26, 1933","Kyoto, Kyoto, JP",,,,yoshid000yos
JPPL,2017,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=02d217d1,Yuki Yoshida,23,R,R,"6' 2""",176,"Feb 16, 1994",JP,,2017-04-14,2017-10-05,yoshid000yuk
JPPL,2017,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=d1253dd8,Yuta Yoshida,25,R,R,"6' 0""",207,"Jul 21, 1991",,,2017-04-11,2017-10-10,yoshid000yut
JPPL,1992,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=67b7e6c2,Atsushi Yoshida,21,R,R,"5' 11""",170,"Sep 29, 1970","Ikebukuro, Tokyo, JP",,,,yoshid001ats
JPCL,1999,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=e80f0451,Hiroshi Yoshida,27,L,L,"5' 10""",176,"Nov 5, 1971","Fukuoka-machi, Toyama, JP",,,,yoshid001hir
JPPL,1964,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=6ef5cb41,Katsuhiko Yoshida,19,R,R,"5' 11""",160,"Jan 17, 1945","Nagasaki, JP",,,,yoshid001kat
JPPL,2017,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=cb5b5e33,Kazumasa Yoshida,27,L,R,"6' 3""",202,"Sep 24, 1989",JP,,2017-03-31,2017-10-06,yoshid001kaz
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Kei Yoshida,21,L,L,"6' 1""",194,"Jul 4, 1984","Tokyo, JP",,,,yoshid001kei
JPPL,2000,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=536c9188,Kota Yoshida,22,S,R,"5' 10""",160,"Dec 24, 1977","Tokyo, JP",,,,yoshid001kot
JPPL,2006,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=9600bb21,Shintaro Yoshida,24,L,L,"5' 9""",163,"Jul 20, 1981","Kanazawa, Ishikawa, JP",,,,yoshid001shi
JPPL,2006,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=853e4eae,Shuji Yoshida,39,L,L,"5' 10""",171,"Nov 29, 1966","Konan, Aichi, JP",,,,yoshid001shu
JPPL,1992,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=c07312e5,Takashi Yoshida,25,R,R,"5' 9""",160,"Nov 28, 1966","Toride, Ibaraki, JP",,,,yoshid001tak
JPPL,1992,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=1358e13b,Toyohiko Yoshida,25,L,L,"5' 8""",173,"Sep 4, 1966","Higashi Kunisaki, Oita, JP",,,,yoshid001toy
JPPL,2017,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=cb5b5e33,Yuto Yoshida,22,L,R,"5' 10""",165,"Apr 21, 1995",,,2017-04-01,2017-10-07,yoshid001yut
JPCL,2021,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=78b80d90,Daiki Yoshida,23,R,R,"5' 8""",182,"Jul 27, 1997",,,,,yoshid002dai
JPPL,1983,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=c44037ca,Hiroyuki Yoshida,22,R,R,"5' 8""",190,"Oct 25, 1960","Yokohama, Kanagawa, JP",,,,yoshid002hir
JPPL,2017,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=cb5b5e33,Masataka Yoshida,23,L,R,"5' 8""",192,"Jul 15, 1993","Fukui, Fukui, JP",,2017-07-09,2017-10-09,yoshid002mas
JPCL,1980,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=42a9682d,Takashi Yoshida,34,R,R,"5' 10""",173,"Jun 23, 1946","Kobe, Hyogo, JP",,,,yoshid002tak
JPPL,1960,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=280cbd44,Takashi Yoshida,22,L,R,"5' 8""",162,"Jul 2, 1937","Fukuoka, JP",,,,yoshid003tak
JPCL,1950,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=c6034e04,Eishiro Yoshie,27,R,R,"5' 9""",156,"Jul 9, 1922","Vancouver, BC, CA",,,,yoshie000eis
JPCL,1967,Sankei Atoms,https://www.baseball-reference.com/register/team.cgi?id=ee450387,Kiichi Yoshie,19,L,L,"5' 8""",165,"Jun 14, 1948","Shiojiri, Nagano, JP",,,,yoshie000yos
JPPL,2014,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=51725fce,Shohei Yoshihara,24,R,R,"5' 8""",165,"Sep 14, 1989",,,2014-03-29,2014-08-21,yoshih000syo
JPPL,1962,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=a0c67389,Taketoshi Yoshiwara,24,L,L,"5' 8""",160,"Jul 29, 1937","Yasugi, Shimane, JP",,,,yoshih000tak
JPPL,2003,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=80b5e972,Kosuke Yoshihara,34,R,R,"5' 9""",169,"Mar 29, 1969","Nishinomiya, Hyogo, JP",,,,yoshih001kos
JPCL,2008,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=eba0fdad,Michiomi Yoshihara,26,R,R,"6' 0""",187,"Oct 29, 1981","Tokyo, JP",,,,yoshih001mic
JPCL,1993,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=ee160b0f,Akira Yoshii,24,R,R,"5' 9""",171,"Oct 1, 1968","Hokkaido, JP",,,,yoshii000aki
JPPL,1994,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=4996e16d,Hideaki Yoshii,22,R,R,"5' 11""",173,"Apr 3, 1972","Horoiwa, Hokkaido, JP",,,,yoshii000hid
JPPL,1992,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=c07312e5,Masato Yoshii,27,R,R,"6' 2""",210,"Apr 20, 1965","Arita-gun, Wakayama, JP",,,,yoshii001mas
JPCL,2014,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=8a52b102,Daiki Yoshikawa,21,S,R,"5' 8""",154,"Aug 21, 1992",,,2014-06-28,2014-08-31,yoshik000dai
JPCL,1988,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=09315114,Hiroyuki Yoshikawa,22,L,R,"5' 8""",156,"Sep 22, 1965","Kagoshima, Kagoshima, JP",,,,yoshik000hir
JPPL,1957,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=a72b41d6,Hisakazu Yoshikawa,22,R,L,"5' 7""",143,"Mar 14, 1935","Osaka, JP",,,,yoshik000his
JPPL,2022,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=f1a730f3,Kazuki Yoshikawa,25,R,R,"5' 5""",176,"Dec 12, 1996",,,,,yoshik000kaz
JPCL,2023,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=62d8919a,Naoki Yoshikawa,28,L,R,"5' 10""",174,"Feb 8, 1995",,,,,yoshik000nao
JPPL,2006,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=9600bb21,Katsunari Yoshikawa,29,R,R,"6' 0""",182,"Apr 28, 1977","Uji, Kyoto, JP",,,,yoshik001kat
JPCL,2008,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=a0d1f82f,Masahiro Yoshikawa,30,L,R,"5' 8""",176,"Jun 29, 1978","Kami-gun, Kochi, JP",,,,yoshik001mas
JPPL,2020,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=dfafe555,Mitsuo Yoshikawa,32,L,L,"5' 10""",165,"Apr 6, 1988","Fukuoka, Fukuoka, JP",,,,yoshik001mit
JPPL,2009,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=e990ada0,Motohiro Yoshikawa,29,R,R,"6' 1""",187,"Jul 29, 1979","Takasaki, Gunma, JP",,,,yoshik001mot
JPPL,2012,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=968d0cf4,Teruaki Yoshikawa,30,R,R,"6' 2""",210,"Nov 13, 1981","Saga, JP",,2012-04-04,2012-09-13,yoshik001ter
JPPL,1983,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=c05cacd7,Masami Yoshikawa,23,R,R,"5' 10""",150,"Jan 25, 1960","Osaka, Osaka, JP",,,,yoshik002mas
JPPL,1979,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=f66f35b0,Hiroshi Yoshimoto,22,R,R,"5' 11""",171,"Oct 15, 1956","Tokuyama, Yamaguchi, JP",,,,yoshim000hir
JPPL,1950,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=55ec0877,Iwao Yoshimura,30,R,R,"5' 6""",140,"Apr 21, 1920","Hyogo, JP",,,,yoshim000iwa
JPPL,1974,Taiheiyo Club Lions,https://www.baseball-reference.com/register/team.cgi?id=06ff5306,Kenji Yoshimura,23,R,R,"5' 7""",145,"Jul 4, 1950","Kagawa, JP",,,,yoshim000ken
JPCL,2023,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=37d36ccf,Kojiro Yoshimura,25,R,R,"6' 0""",187,"Jan 19, 1998",,,,,yoshim000koj
JPCL,1969,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=fae52c4c,Norio Yoshimura,24,R,R,"5' 11""",160,"Sep 10, 1944","Gifu, JP",,,,yoshim000mar
JPPL,1983,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=c44037ca,Mototomi Yoshimura,21,R,R,"5' 9""",158,"Apr 17, 1962","Aichi, JP",,,,yoshim000mot
JPCL,1991,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=2892ea2a,Sadaaki Yoshimura,28,L,L,"5' 11""",182,"Apr 27, 1963","Gose, Nara, JP",,,,yoshim000sad
JPPL,1968,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=cbe08fa5,Yasunori Yoshimoto,30,R,R,"5' 9""",143,"Jun 11, 1938","Kumamoto, JP",,,,yoshim000yas
JPCL,2008,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=fe01330f,Kazuki Yoshimi,23,R,R,"5' 9""",182,"Sep 19, 1984","Fukuchiyama, Kyoto, JP",,,,yoshim001kaz
JPPL,2006,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=853e4eae,Ryo Yoshimoto,26,R,R,"5' 11""",190,"May 8, 1980","Uto-gun, Kumamoto, JP",,,,yoshim001ryo
JPPL,2010,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=c37231cd,Taichi Yoshimi,29,R,R,"6' 0""",185,"Jul 23, 1980","Kameoka, Kyoto, JP",,2010-04-01,2010-06-10,yoshim001tai
JPPL,2012,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=626f05b6,Yuji Yoshimi,34,L,L,"6' 2""",190,"May 21, 1978","Kochi, JP",,2012-06-24,2012-10-08,yoshim001yuj
JPPL,2017,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=3252241f,Yuki Yoshimura,33,R,R,"6' 0""",207,"Jun 14, 1984","Koga, Fukuoka, JP",,2017-04-18,2017-10-08,yoshim001yuk
JPPL,1996,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=ade402a4,Kazuhito Yoshimura,24,L,R,"5' 11""",171,"Jan 1, 1972","Osaka, Osaka, JP",,,,yoshim002kaz
JPCL,1994,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=873186ef,Ryo Yoshimoto,24,R,R,"5' 10""",182,"Nov 22, 1969","Gobo, Wakayama, JP",,,,yoshim002ryo
JPPL,1997,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=6cd5bde3,Kazuyoshi Yoshimoto,25,L,L,"6' 1""",187,"Nov 30, 1971","Higashi Yodogawa Ward, Osaka, JP",,,,yoshim003kaz
JPPL,2016,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=9055a00d,Ryota Yoshimochi,22,R,R,"5' 9""",150,"Nov 4, 1993",JP,,,,yoshim003ryo
JPCL,1954,Taiyo-Shochiku Robins,https://www.baseball-reference.com/register/team.cgi?id=742378f1,Takeo Yoshinari,21,L,R,"5' 4""",136,"Jul 20, 1932","Utsunomiya, Tochigi, JP",,,,yoshin000tak
JPPL,1992,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=1358e13b,Koichiro Yoshinaga,23,L,R,"6' 0""",195,"May 1, 1969","Hirakata, Osaka, JP",,,,yoshin001koi
JPPL,2012,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=6d763e9d,Makoto Yoshino,34,L,L,"5' 11""",185,"Nov 19, 1977","Omiya, Saitama, JP",,2012-03-31,2012-09-30,yoshin001mak
JPPL,1971,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=9619e675,Satoru Yoshioka,22,L,R,"5' 8""",151,"Apr 14, 1949","Toyama, JP",,,,yoshio000sat
JPPL,1957,Daiei Unions,https://www.baseball-reference.com/register/team.cgi?id=62742bea,Shiro Yoshioka,21,L,L,"5' 10""",156,"Jul 18, 1935","Tsukubo-gun, Okayama, JP",,,,yoshio000shi
JPPL,1989,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=6e1c4175,Tomoki Yoshioka,25,R,R,"6' 1""",173,"Jul 5, 1963","Onomichi, Hiroshima, JP",,,,yoshio000tom
JPPL,1983,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=e02bd3b2,Toshiaki Yoshioka,31,R,R,"5' 11""",180,"Apr 11, 1952","Iwakuni, Yamaguchi, JP",,,,yoshio000tos
JPPL,1970,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=ccf01cb7,Kunihiro Yoshioka,21,L,L,"5' 10""",151,"May 14, 1949","Hyogo, JP",,,,yoshio001kun
JPPL,2006,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=442d5843,Yuji Yoshioka,34,R,R,"6' 2""",209,"Jul 29, 1971","Adachi Ward, Tokyo, JP",,,,yoshio001yuj
JPPL,1992,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=467bffb3,Haruki Yoshitake,31,L,L,"5' 11""",160,"Jan 5, 1961","Kasuga, Fukuoka, JP",,,,yoshit000har
JPCL,1999,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=d9f8819e,Takinori Yoshitoshi,21,L,L,"6' 1""",170,"Oct 13, 1977","Soja, Okayama, JP",,,,yoshit000tak
JPPL,1997,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=8c564a54,Kenji Yoshitsuru,26,R,R,"5' 8""",176,"May 3, 1971","Kagoshima, Kagoshima, JP",,,,yoshit001ken
JPPL,2006,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=853e4eae,Shintaro Yoshitake,31,R,R,"5' 10""",190,"Jun 3, 1975","Higashi Kunisaki-gun, Oita, JP",,,,yoshit001shi
JPCL,1951,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=e8a8b780,Masahiro Yoshiwaka,20,R,R,"5' 8""",145,"Feb 26, 1931","Okayama, JP",,,,yoshiw000mas
JPCL,1966,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=01df2f5b,Hidekazu Yoshizawa,21,L,L,"5' 11""",162,"May 13, 1945","Saku, Nagano, JP",,,,yoshiz000hid
JPPL,1968,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=63cee921,Takeo Yoshizawa,34,R,R,"5' 7""",165,"Jul 15, 1933","Higashi Chikuma-gun, Nagano, JP",,,,yoshiz000tak
JPPL,1983,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=adfea852,Toshiyuki Yoshizawa,28,R,R,"5' 10""",156,"Jul 23, 1954","Kusaka, Saitama, JP",,,,yoshiz000tos
JPPL,2003,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=ce0e748e,Masaru Yoshizaki,24,L,L,"5' 10""",179,"Oct 4, 1978","Ueno, Mie, JP",,,,yoshiz001mas
