League_Code,Year,Team_Name,Team_Link,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,id
JPCL,1958,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=c126f2b3,Michio Toki,23,0,0,,4.5,2,0,1,0,0,,2,2,1,1,0,2,0,0,0,0,0,9,2,9,0,9,0,0,,doki--000mic
JPCL,1958,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=c126f2b3,Kozo Yamada,23,0,0,,2.89,5,1,4,0,0,,9.1,8,3,3,0,1,0,8,0,0,1,37,0.964,7.7,0,1,7.7,8,,yamada000koz
JPCL,1958,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=c126f2b3,Tatsuyoshi Yasuhara,22,14,10,0.583,2.7,39,22,12,7,3,,189.2,151,65,57,17,30,5,97,3,0,5,743,0.954,7.2,0.8,1.4,4.6,3.23,,yasuha000tat
JPCL,1958,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=c126f2b3,Taketoshi Yoshiwara*,20,7,5,0.583,2.68,38,9,19,0,0,,134.1,104,47,40,11,35,2,111,6,0,2,543,1.035,7,0.7,2.3,7.4,3.17,,yoshih000tak
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Yutaka Doi*,20,2,1,0.667,3.27,20,5,6,0,0,,52.1,48,25,19,1,21,0,33,3,0,1,225,1.318,8.3,0.2,3.6,5.7,1.57,,doi---000yut
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Masaru Honma,19,0,0,,3.38,3,0,3,0,0,,5.1,4,3,2,2,4,0,1,0,0,0,24,1.5,6.8,3.4,6.8,1.7,0.25,,honma-000mas
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Yoshiteru Ishikawa,21,6,7,0.462,2.72,34,15,10,5,2,,132.1,116,43,40,7,29,1,71,2,1,1,528,1.096,7.9,0.5,2,4.8,2.45,,ishika000yos
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Masaaki Koyama,23,24,12,0.667,1.69,53,34,16,24,4,,313.1,226,77,59,15,49,7,252,2,1,2,1193,0.878,6.5,0.4,1.4,7.2,5.14,,koyama000mas
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Itsuhito Miyazaki,22,0,0,,7.71,2,0,2,0,0,,4.2,7,4,4,2,0,0,3,0,0,0,19,1.5,13.5,3.9,0,5.8,,,miyaza000its
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Kazuomi Nakamura,22,7,3,0.7,2.1,36,10,10,2,0,,107.1,74,30,25,7,25,2,62,0,0,0,411,0.922,6.2,0.6,2.1,5.2,2.48,,nakamu000kaz
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Kazunori Nishimura,22,2,0,1,2.81,12,0,4,0,0,,25.2,14,8,8,2,11,0,16,0,0,1,100,0.974,4.9,0.7,3.9,5.6,1.45,,nishim002kaz
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Shigetaka Nishio*,24,11,10,0.524,2.71,40,25,3,6,3,,189,159,65,57,17,46,2,100,3,0,5,766,1.085,7.6,0.8,2.2,4.8,2.17,,nishio000shi
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Mitsuo Osaki,26,8,12,0.4,3.35,26,21,2,7,3,,134.1,122,55,50,15,22,0,51,2,0,1,542,1.072,8.2,1,1.5,3.4,2.32,,osaki-000mit
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Masayuki Umemoto,21,0,1,0,7.04,5,2,2,0,0,,7.2,11,7,6,1,3,0,3,1,0,1,39,1.826,12.9,1.2,3.5,3.5,1,,umemot000mas
JPCL,1958,Osaka Tigers,https://www.baseball-reference.com/register/team.cgi?id=c69ca509,Shozo Watanabe,25,12,12,0.5,2.82,43,18,17,11,3,,191.1,174,70,60,14,18,6,53,2,0,0,750,1.003,8.2,0.7,0.8,2.5,2.94,,watana000sho
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Kiyomitsu Hamashima,21,0,0,,5.4,1,0,0,0,0,,1.2,3,1,1,0,1,0,0,0,0,0,8,2.4,16.2,0,5.4,0,0,,hamash000kiy
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Mamoru Hiroshima,20,0,0,,5.74,8,0,5,0,0,,15.2,21,10,10,1,5,0,8,0,0,0,70,1.66,12.1,0.6,2.9,4.6,1.6,,hirosh000mam
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Tsutomu Ina*,23,9,5,0.643,3.15,35,11,12,1,0,,120,96,54,42,10,51,0,67,3,0,6,502,1.225,7.2,0.8,3.8,5,1.31,,ina---000tsu
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Katsuhiko Ishikawa,24,0,0,,12,3,0,0,0,0,,3,5,5,4,0,1,0,1,2,0,0,17,2,15,0,3,3,1,,ishika000kat
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Midori Ishikawa,24,0,0,,4.19,8,1,3,0,0,,19.1,19,11,9,0,6,1,8,0,0,0,83,1.293,8.8,0,2.8,3.7,1.33,,ishika000mid
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Yasushi Kodama,22,9,9,0.5,2.22,31,24,4,7,2,,166.1,124,52,41,6,61,3,126,1,0,8,672,1.112,6.7,0.3,3.3,6.8,2.07,,kodama000yas
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Toshitake Nakayama*,22,11,19,0.367,3.02,44,31,7,13,4,,247.1,210,91,83,24,78,8,182,2,0,3,997,1.164,7.6,0.9,2.8,6.6,2.33,,nakaya001tos
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Hiroomi Oyane,22,24,13,0.649,1.61,53,38,11,21,6,,329.2,243,67,59,15,93,11,147,6,0,0,1286,1.019,6.6,0.4,2.5,4,1.58,,oyane-000hir
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Shigeru Sugishita,32,11,9,0.55,1.78,46,18,20,10,1,,218,169,56,43,16,46,1,161,3,0,4,858,0.986,7,0.7,1.9,6.6,3.5,,sugish000shi
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Totaro Tahara,22,2,4,0.333,3.31,28,7,11,2,2,,70.2,68,33,26,4,21,0,42,3,0,2,301,1.259,8.7,0.5,2.7,5.3,2,,tahara000tot
JPCL,1958,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a3e37bfa,Kikuo Tokunaga,26,0,0,,2.08,5,0,3,0,0,,4.1,5,1,1,0,1,0,3,0,0,1,20,1.385,10.4,0,2.1,6.2,3,,tokuna000kik
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Masaichi Kaneda*,24,31,14,0.689,1.3,56,31,25,22,11,,332.1,216,63,48,16,60,4,311,3,0,4,1252,0.83,5.8,0.4,1.6,8.4,5.18,,kaneda002mas
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Toshio Kitabatake,25,0,3,0,4.13,23,2,5,0,0,,48,54,25,22,2,10,0,15,0,0,1,200,1.333,10.1,0.4,1.9,2.8,1.5,,kitaha000tos
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Toshio Koya,19,0,0,,27,1,0,0,0,0,,0.1,2,3,1,0,1,0,0,0,0,0,5,9,54,0,27,0,0,,koya--000tos
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Hiroshi Kuroiwa,24,0,1,0,5.19,22,0,8,0,0,,34.2,49,22,20,4,4,0,10,1,0,0,154,1.529,12.7,1,1,2.6,2.5,,kuroiw000hir
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Seiji Mitsubayashi,22,0,2,0,5.88,22,3,10,0,0,,41.1,44,28,27,7,11,1,20,1,0,1,177,1.331,9.6,1.5,2.4,4.4,1.82,,mitsub000sei
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Yoshitomo Miyaji,26,5,8,0.385,4.42,40,14,8,0,0,,114,128,65,56,11,36,1,44,1,2,7,491,1.439,10.1,0.9,2.8,3.5,1.22,,miyaji000yos
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Tadayuki Motegi*,19,0,0,,9,4,0,3,0,0,,4,7,4,4,1,0,0,1,0,0,0,19,1.75,15.8,2.3,0,2.3,,,motegi000tad
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Genichi Murata,20,15,22,0.405,2.93,62,41,16,13,1,,320,265,123,104,24,56,5,178,7,2,2,1266,1.003,7.5,0.7,1.6,5,3.18,,murata000gen
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Teruo Owaki,28,1,7,0.125,3.55,34,16,4,0,0,,121.2,123,58,48,15,34,4,50,0,0,2,511,1.29,9.1,1.1,2.5,3.7,1.47,,owaki-000ter
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Yoshio Saito*,19,0,0,,5.54,5,0,3,0,0,,13,15,11,8,1,3,0,8,0,0,0,57,1.385,10.4,0.7,2.1,5.5,2.67,,saito-001yos
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Isao Shimatani,19,0,0,,3.18,3,0,3,0,0,,5.2,6,3,2,0,0,0,2,0,0,0,23,1.059,9.5,0,0,3.2,,,shimat000isa
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Zenjiro Tadokoro,23,6,11,0.353,4.15,34,23,6,3,1,,136.2,144,72,63,20,39,4,47,1,0,3,581,1.339,9.5,1.3,2.6,3.1,1.21,,tadoko000zen
JPCL,1958,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=1bcc7b89,Terukatsu Tashiro,24,0,0,,3.86,2,0,1,0,0,,2.1,3,1,1,0,0,0,1,0,0,0,10,1.286,11.6,0,0,3.9,,,tashir000ter
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Yoshio Bizen,24,9,10,0.474,2.4,29,13,9,5,1,,135,121,44,36,5,30,2,52,1,0,1,541,1.119,8.1,0.3,2,3.5,1.73,,bizen-000yos
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Norio Haito,23,6,4,0.6,2.3,20,13,4,4,2,,101.2,81,32,26,5,26,3,75,2,0,0,410,1.052,7.2,0.4,2.3,6.6,2.88,,haito-000nor
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Ryohei Hasegawa,28,9,11,0.45,2.12,33,18,11,8,2,,178,144,60,42,7,56,2,103,2,0,2,713,1.124,7.3,0.4,2.8,5.2,1.84,,hasega000ryo
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Takakane Hashimoto,21,5,7,0.417,2.47,43,17,16,3,2,,164,140,58,45,7,41,2,66,5,0,5,657,1.104,7.7,0.4,2.3,3.6,1.61,,hashim002tak
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Takeo Hattori,25,0,1,0,6,4,2,1,0,0,,12,14,9,8,1,3,0,6,2,0,2,54,1.417,10.5,0.8,2.3,4.5,2,,hattor000tak
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Masahiko Hirose,24,9,10,0.474,3.2,53,14,16,4,1,,183,158,73,65,13,35,8,114,10,1,0,736,1.055,7.8,0.6,1.7,5.6,3.26,,hirose000mas
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Tokuzo Kawamoto*,23,3,3,0.5,3.84,33,6,16,0,0,,79.2,76,39,34,4,39,3,28,1,0,3,342,1.444,8.6,0.5,4.4,3.2,0.72,,kawamo000tok
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Takekazu Kikuchi,20,0,0,,81,1,0,0,0,0,,0.1,4,3,3,1,1,0,0,0,0,0,6,15,108,27,27,0,0,,kikuch000tak
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Noboru Matsuyama,25,0,1,0,4.87,9,3,3,0,0,,20.1,26,13,11,4,5,0,8,2,0,0,91,1.525,11.5,1.8,2.2,3.5,1.6,,matsuy000nob
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Fujio Nakamoto,20,7,13,0.35,2.95,42,21,9,1,1,,152.1,133,54,50,15,35,3,86,5,0,1,609,1.103,7.9,0.9,2.1,5.1,2.46,,nakamo000fuj
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Morikazu Sagawa*,22,0,0,,inf,1,0,0,0,0,,0,1,3,2,0,2,0,0,0,0,0,3,,,,,,0,,sagawa000mor
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Michio Ukari,21,6,7,0.462,3.07,39,23,7,4,2,,146.2,129,56,50,9,53,3,63,2,0,3,604,1.241,7.9,0.6,3.3,3.9,1.19,,ugari-000mic
JPCL,1958,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=9f361dea,Kiyoshi Yamada,22,0,1,0,8.36,10,0,9,0,0,,14,19,15,13,2,3,0,13,2,0,0,68,1.571,12.2,1.3,1.9,8.4,4.33,,yamada001kiy
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Noboru Akiyama,24,17,23,0.425,2.51,62,36,24,20,3,,359,287,112,100,30,89,11,243,5,0,2,1418,1.047,7.2,0.8,2.2,6.1,2.73,,akiyam000nob
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Masatoshi Gondo*,24,3,11,0.214,3.2,28,21,6,3,1,,126.2,110,62,45,6,46,2,100,2,1,3,527,1.232,7.8,0.4,3.3,7.1,2.17,,gondo-000mas
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Masaru Koda,19,0,0,,5.4,2,0,1,0,0,,5,5,3,3,1,2,0,3,0,0,0,20,1.4,9,1.8,3.6,5.4,1.5,,koda--001mas
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Takeo Matsui,21,0,0,,2.08,3,0,1,0,0,,4.1,7,3,1,0,0,0,2,0,0,0,21,1.615,14.5,0,0,4.2,,,matsui001tak
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Kazuyoshi Miyamoto,21,1,0,1,2.17,26,3,15,0,0,,62.1,50,21,15,5,23,1,32,2,0,1,253,1.171,7.2,0.7,3.3,4.6,1.39,,miyamo001kaz
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Masahiko Oishi,22,11,14,0.44,2.63,50,28,12,6,0,,264,229,89,77,20,59,7,141,3,0,2,1063,1.091,7.8,0.7,2,4.8,2.39,,oishi-001mas
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Kaoru Sakurai,23,2,3,0.4,4.44,23,6,9,1,0,,46.2,46,26,23,5,21,1,31,1,0,2,202,1.436,8.9,1,4.1,6,1.48,,sakura000kao
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Ichiro Sekiguchi*,23,0,4,0,3.29,14,7,1,0,0,,41,39,16,15,4,15,1,23,0,0,0,170,1.317,8.6,0.9,3.3,5,1.53,,sekigu000ich
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Gentaro Shimada,18,2,0,1,2.51,11,0,3,0,0,,32.1,25,10,9,0,11,0,21,0,1,0,129,1.113,7,0,3.1,5.8,1.91,,shimad000gen
JPCL,1958,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=2beb54df,Takashi Suzuki*,24,15,18,0.455,2.73,58,29,16,12,3,,260.1,234,94,79,24,81,8,197,8,1,0,1081,1.21,8.1,0.8,2.8,6.8,2.43,,suzuki007tak
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Yuya Ando,27,11,5,0.688,3.39,24,23,1,3,0,0,146,142,56,55,15,25,0,119,7,0,2,592,1.144,8.8,0.9,1.5,7.3,4.76,,andoh-001yuy
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Jamie Brown,28,4,1,0.8,5.18,11,7,2,0,0,0,33,44,19,19,6,11,1,24,5,0,0,155,1.667,12,1.6,3,6.5,2.18,,brown-019jam
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Darwin Cubillán,32,0,1,0,5.91,4,1,2,0,0,0,10.2,11,7,7,4,3,0,12,0,0,0,45,1.313,9.3,3.4,2.5,10.1,4,,cubill001dar
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Hirotaka Egusa*,24,4,3,0.571,2.67,51,0,16,0,0,0,70.2,65,24,21,4,28,3,74,2,0,7,306,1.316,8.3,0.5,3.6,9.4,2.64,,egusa-001hir
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Kyuji Fujikawa,24,7,1,0.875,1.36,80,0,7,0,0,1,92.1,57,20,14,5,20,1,139,1,0,5,349,0.834,5.6,0.5,1.9,13.5,6.95,,fujika001kyu
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Taiyo Fujita,25,1,1,0.5,6,4,2,2,0,0,0,12,16,9,8,4,3,0,4,0,0,0,54,1.583,12,3,2.3,3,1.33,,fujita001tai
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Shinobu Fukuhara,28,8,14,0.364,3.51,28,26,0,3,2,0,171.2,172,74,67,20,45,0,124,6,1,3,721,1.264,9,1,2.4,6.5,2.76,,fukuha001shi
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Kentaro Hashimoto,25,2,2,0.5,2.3,51,0,14,0,0,1,66.2,47,21,17,5,27,0,67,1,0,8,273,1.11,6.3,0.7,3.6,9,2.48,,hashim001ken
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Kei Igawa*,25,13,9,0.591,3.86,27,27,0,2,1,0,172.1,199,91,74,23,60,0,145,1,0,4,749,1.503,10.4,1.2,3.1,7.6,2.42,,igawa-001kei
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Tomoyuki Kubota,24,5,4,0.556,2.12,68,0,63,0,0,27,80.2,73,20,19,8,15,2,97,2,0,5,330,1.091,8.1,0.9,1.7,10.8,6.47,,kubota001tom
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Kat Maekawa*,26,0,0,,2.45,2,1,1,0,0,0,3.2,3,1,1,0,5,0,2,0,0,0,19,2.182,7.4,0,12.3,4.9,0.4,,maekaw001kat
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Rui Makino,30,0,0,,9,2,0,1,0,0,0,2,2,2,2,2,3,0,2,0,0,0,11,2.5,9,9,13.5,9,0.67,,makino001rui
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Yasuhiro Nakamura*,26,0,0,,9,2,0,0,0,0,0,3,3,3,3,0,5,0,4,0,0,0,17,2.667,9,0,15,12,0.8,,nakamu001yas
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Atsushi Nohmi*,26,4,1,0.8,5.57,16,12,1,1,0,0,64.2,78,40,40,10,27,0,64,1,0,3,293,1.624,10.9,1.4,3.8,8.9,2.37,,nohmi-001ats
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Masashi Sajikihara,22,1,0,1,3.66,26,0,10,0,0,0,39.1,40,20,16,6,12,0,35,3,0,1,169,1.322,9.2,1.4,2.7,8,2.92,,sajiki001mas
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Masahiro Sakumoto*,30,0,0,,36,1,0,0,0,0,0,1,4,4,4,0,1,0,0,0,0,0,8,5,36,0,9,0,0,,sakumo001mas
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Tsuyoshi Shimoyanagi*,37,15,3,0.833,2.99,24,24,0,1,0,0,132.1,125,44,44,11,25,1,90,6,0,0,531,1.134,8.5,0.7,1.7,6.1,3.6,,shimoy001tsu
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Naohisa Sugiyama,24,9,6,0.6,2.94,23,22,1,1,1,0,134.2,131,51,44,12,39,0,103,11,0,9,568,1.262,8.8,0.8,2.6,6.9,2.64,,sugiya001nao
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Kazuya Tsutsui*,23,0,0,,6,1,1,0,0,0,0,3,4,2,2,1,3,0,4,1,0,0,16,2.333,12,3,9,12,1.33,,tsutsu001kaz
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Jeff Williams*,33,3,3,0.5,2.11,75,0,7,0,0,0,76.2,58,20,18,4,24,2,90,2,0,0,311,1.07,6.8,0.5,2.8,10.6,3.75,,willia003jef
JPCL,2005,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=27301c07,Makoto Yoshino*,27,0,0,,3.6,12,0,7,0,0,0,10,9,5,4,0,4,0,9,0,0,0,40,1.3,8.1,0,3.6,8.1,2.25,,yoshin001mak
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Kenta Asakura,24,5,7,0.417,3.94,16,16,0,2,0,0,98.1,123,49,43,4,40,1,65,2,0,4,439,1.658,11.3,0.4,3.7,5.9,1.63,,asakur001ken
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Wei-Yin Chen*,19,0,0,,6.05,10,1,2,0,0,1,19.1,29,17,13,3,6,0,20,0,0,2,92,1.81,13.5,1.4,2.8,9.3,3.33,,chen--001wei
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Masataka Endo,32,2,1,0.667,7.36,13,0,4,0,0,0,14.2,12,12,12,1,7,1,15,1,0,2,63,1.295,7.4,0.6,4.3,9.2,2.14,,endoh-001mas
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Domingo Guzmán,30,1,2,0.333,4.85,3,3,0,0,0,0,13,12,7,7,2,9,0,16,1,1,1,60,1.615,8.3,1.4,6.2,11.1,1.78,,guzman001dom
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Masafumi Hirai,30,4,4,0.5,3.83,55,0,17,0,0,1,54,51,24,23,6,16,4,46,3,0,2,231,1.241,8.5,1,2.7,7.7,2.88,,hirai-001mas
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Yuichi Hisamoto*,26,1,0,1,6.14,18,0,9,0,0,0,22,28,15,15,3,14,0,18,1,0,1,104,1.909,11.5,1.2,5.7,7.4,1.29,,hisamo001yui
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Yuya Ishii*,23,3,1,0.75,5.85,24,2,1,0,0,0,32.1,49,22,21,3,18,1,27,1,0,2,163,2.072,13.6,0.8,5,7.5,1.5,,ishii-001yuy
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Satoru Ishikawa,24,0,0,,13.5,2,0,0,0,0,0,1.1,3,2,2,1,0,0,1,0,0,0,7,2.25,20.3,6.8,0,6.8,,,ishika001sat
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Hitoki Iwase*,30,1,2,0.333,1.88,60,0,55,0,0,46,57.1,51,12,12,0,8,2,52,2,0,1,229,1.029,8,0,1.3,8.2,6.5,,iwase-001hit
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Tsuyoshi Kawagishi,25,1,1,0.5,3.45,23,0,6,0,0,0,28.2,26,11,11,5,7,0,26,3,0,2,118,1.151,8.2,1.6,2.2,8.2,3.71,,kawagi001tsu
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Yudai Kawai*,25,0,1,0,4.09,4,2,1,0,0,0,11,11,7,5,2,3,0,8,0,0,0,47,1.273,9,1.6,2.5,6.5,2.67,,kawai-001sus
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Kenshin Kawakami,30,11,8,0.579,3.74,25,25,0,3,2,0,180.1,186,75,75,20,28,4,138,4,0,1,738,1.187,9.3,1,1.4,6.9,4.93,,kawaka001ken
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Masato Kobayashi*,24,0,0,,7.71,4,0,2,0,0,0,4.2,5,4,4,1,1,0,6,1,0,0,21,1.286,9.6,1.9,1.9,11.6,6,,kobaya001mas
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Hiroki Kongo,26,0,0,,9,9,0,3,0,0,0,11,14,11,11,4,7,0,6,1,0,2,53,1.909,11.5,3.3,5.7,4.9,0.86,,kongoh001hir
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Luis Martínez*,25,8,4,0.667,3.38,18,18,0,0,0,0,109.1,109,45,41,12,28,0,88,4,2,4,455,1.253,9,1,2.3,7.2,3.14,,martin001lui
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Kenichi Nakata,23,8,3,0.727,3.63,15,13,0,0,0,0,86.2,81,36,35,7,30,2,60,6,1,2,371,1.281,8.4,0.7,3.1,6.2,2,,nakata001ken
JPCL,2005,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=707590b1,Atsushi Nakazato,22,1,1,0.5,4.5,2,1,0,0,0,0,4,3,2,2,1,2,0,3,0,0,0,18,1.25,6.8,2.3,4.5,6.8,1.5,,nakaza001ats
